Config file: int value for RUNS_COUNT not found!
Application started: 00:38:31 2020/12/24
Initializing the simulation..
Activating generators...
Running the simulation, please wait.
Added patient to queue, patient: 21482
Trying to move to intensive care unit..., patient: 21463
Trying to move to intensive care unit..., patient: 21439
DailyProbability time: 3307.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21463
Patient moved back to basic care, patient: 21332
Patient died in basic care... (no free bed in intensive care unit), patient: 21439
Patient died in queue, patient: 21468
Patient died in queue, patient: 21469
Patient died in queue, patient: 21470
Patient died on intensive care, patient: 21426
Trying to move to basic care unit..., patient: 21382
Patient is healthy, patient: 21440
Patient moved back to basic care, patient: 21382
Added patient to queue, patient: 21483
Trying to move to intensive care unit..., patient: 21382
Trying to move to intensive care unit..., patient: 21464
DailyProbability time: 3308.0
Patient moved to intensive care unit successfully, patient: 21382
Patient died in queue, patient: 21472
Patient died in queue, patient: 21473
Patient died in queue, patient: 21474
Patient died in queue, patient: 21475
Patient moved to intensive care unit successfully, patient: 21464
Added patient to queue, patient: 21484
Patient is healthy, patient: 21357
Added patient to queue, patient: 21485
Added patient to queue, patient: 21486
Trying to move to basic care unit..., patient: 21450
Patient is healthy, patient: 21447
Patient moved back to basic care, patient: 21450
Added patient to queue, patient: 21487
Added patient to queue, patient: 21488
Added patient to queue, patient: 21489
DailyProbability time: 3309.0
Added patient to queue, patient: 21490
Added patient to queue, patient: 21491
Added patient to queue, patient: 21492
Added patient to queue, patient: 21493
Added patient to queue, patient: 21494
Added patient to queue, patient: 21495
Added patient to queue, patient: 21496
Trying to move to intensive care unit..., patient: 21478
Trying to move to intensive care unit..., patient: 21332
DailyProbability time: 3310.0
Patient moved to intensive care unit successfully, patient: 21478
Patient died in queue, patient: 21479
Patient died in queue, patient: 21480
Patient died in queue, patient: 21481
Patient died in queue, patient: 21482
Patient died in queue, patient: 21483
Patient moved to intensive care unit successfully, patient: 21332
Trying to move to basic care unit..., patient: 21412
Added patient to queue, patient: 21497
Added patient to queue, patient: 21498
Patient is healthy, patient: 21458
Patient moved back to basic care, patient: 21412
Patient is healthy, patient: 21415
Patient died in queue, patient: 21486
Added patient to queue, patient: 21499
Trying to move to intensive care unit..., patient: 21450
DailyProbability time: 3311.0
Patient moved to intensive care unit successfully, patient: 21450
Patient died in queue, patient: 21488
Patient died in queue, patient: 21489
Patient is healthy, patient: 21465
Added patient to queue, patient: 21500
Added patient to queue, patient: 21501
Added patient to queue, patient: 21502
Trying to move to intensive care unit..., patient: 21476
Trying to move to intensive care unit..., patient: 21487
DailyProbability time: 3312.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21476
Patient died in queue, patient: 21492
Patient died in queue, patient: 21493
Patient died in queue, patient: 21494
Patient died in queue, patient: 21495
Patient died in queue, patient: 21496
Patient died in basic care... (no free bed in intensive care unit), patient: 21487
Added patient to queue, patient: 21503
Added patient to queue, patient: 21504
Added patient to queue, patient: 21505
Added patient to queue, patient: 21506
Added patient to queue, patient: 21507
Added patient to queue, patient: 21508
Patient is healthy, patient: 21467
Trying to move to basic care unit..., patient: 21382
Trying to move to intensive care unit..., patient: 21484
Trying to move to intensive care unit..., patient: 21490
DailyProbability time: 3313.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21484
Patient moved back to basic care, patient: 21382
Patient died in basic care... (no free bed in intensive care unit), patient: 21490
Added patient to queue, patient: 21509
Added patient to queue, patient: 21510
Added patient to queue, patient: 21511
Trying to move to basic care unit..., patient: 21332
Patient is healthy, patient: 21471
Patient moved back to basic care, patient: 21332
Trying to move to basic care unit..., patient: 21478
Added patient to queue, patient: 21512
Trying to move to intensive care unit..., patient: 21382
DailyProbability time: 3314.0
Patient moved to intensive care unit successfully, patient: 21382
Patient moved back to basic care, patient: 21478
Added patient to queue, patient: 21513
Added patient to queue, patient: 21514
Added patient to queue, patient: 21515
Added patient to queue, patient: 21516
Trying to move to basic care unit..., patient: 21464
Added patient to queue, patient: 21517
Patient is healthy, patient: 21477
Patient moved back to basic care, patient: 21464
Added patient to queue, patient: 21518
Trying to move to intensive care unit..., patient: 21478
Trying to move to intensive care unit..., patient: 21412
DailyProbability time: 3315.0
Patient moved to intensive care unit successfully, patient: 21478
Patient died in queue, patient: 21501
Patient died in queue, patient: 21502
Patient died in queue, patient: 21503
Patient died in queue, patient: 21504
Patient died in queue, patient: 21505
Patient died in queue, patient: 21506
Patient died in queue, patient: 21507
Patient died in queue, patient: 21508
Patient moved to intensive care unit successfully, patient: 21412
Trying to move to basic care unit..., patient: 21382
Added patient to queue, patient: 21519
Added patient to queue, patient: 21520
Added patient to queue, patient: 21521
Added patient to queue, patient: 21522
Added patient to queue, patient: 21523
Added patient to queue, patient: 21524
Trying to move to basic care unit..., patient: 21478
Trying to move to intensive care unit..., patient: 21497
DailyProbability time: 3316.0
Patient moved to intensive care unit successfully, patient: 21497
Patient moved back to basic care, patient: 21382
Added patient to queue, patient: 21525
Added patient to queue, patient: 21526
Added patient to queue, patient: 21527
Added patient to queue, patient: 21528
Patient is healthy, patient: 21485
Patient moved back to basic care, patient: 21478
Added patient to queue, patient: 21529
Added patient to queue, patient: 21530
Added patient to queue, patient: 21531
Trying to move to basic care unit..., patient: 21450
Added patient to queue, patient: 21532
Trying to move to intensive care unit..., patient: 21510
Trying to move to intensive care unit..., patient: 21491
DailyProbability time: 3317.0
Patient moved to intensive care unit successfully, patient: 21510
Patient moved back to basic care, patient: 21450
Patient moved to intensive care unit successfully, patient: 21491
Patient died in queue, patient: 21511
Patient died in queue, patient: 21512
Patient died in queue, patient: 21513
Patient died in queue, patient: 21514
Patient died in queue, patient: 21515
Patient died in queue, patient: 21516
Patient died in queue, patient: 21517
Patient died in queue, patient: 21518
Added patient to queue, patient: 21533
Added patient to queue, patient: 21534
Added patient to queue, patient: 21535
Added patient to queue, patient: 21536
Added patient to queue, patient: 21537
Trying to move to basic care unit..., patient: 21412
Added patient to queue, patient: 21538
DailyProbability time: 3318.0
Added patient to queue, patient: 21539
Trying to move to basic care unit..., patient: 21510
Added patient to queue, patient: 21540
Patient is healthy, patient: 21498
Patient moved back to basic care, patient: 21412
Added patient to queue, patient: 21541
Added patient to queue, patient: 21542
Added patient to queue, patient: 21543
Added patient to queue, patient: 21544
Added patient to queue, patient: 21545
Trying to move to intensive care unit..., patient: 21509
Trying to move to intensive care unit..., patient: 21500
DailyProbability time: 3319.0
Patient moved to intensive care unit successfully, patient: 21509
Patient moved back to basic care, patient: 21510
Patient moved to intensive care unit successfully, patient: 21500
Patient died in queue, patient: 21520
Patient died in queue, patient: 21521
Patient died in queue, patient: 21522
Patient died in queue, patient: 21523
Patient died in queue, patient: 21524
Patient died in queue, patient: 21525
Patient died in queue, patient: 21526
Patient died in queue, patient: 21527
Patient died in queue, patient: 21528
Patient died in queue, patient: 21529
Patient died in queue, patient: 21530
Patient died in queue, patient: 21531
Patient died in queue, patient: 21532
Added patient to queue, patient: 21546
Added patient to queue, patient: 21547
Patient is healthy, patient: 21499
Added patient to queue, patient: 21548
Added patient to queue, patient: 21549
Added patient to queue, patient: 21550
Added patient to queue, patient: 21551
Added patient to queue, patient: 21552
Patient is healthy, patient: 21332
Patient died in queue, patient: 21535
Patient died in queue, patient: 21536
Patient died in queue, patient: 21537
Patient died in queue, patient: 21538
Trying to move to intensive care unit..., patient: 21510
Trying to move to intensive care unit..., patient: 21412
DailyProbability time: 3320.0
Patient moved to intensive care unit successfully, patient: 21510
Patient died in basic care... (no free bed in intensive care unit), patient: 21412
Added patient to queue, patient: 21553
Added patient to queue, patient: 21554
Trying to move to intensive care unit..., patient: 21541
Trying to move to intensive care unit..., patient: 21519
DailyProbability time: 3321.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21541
Patient died in queue, patient: 21542
Patient died in queue, patient: 21543
Patient died in queue, patient: 21544
Patient died in queue, patient: 21545
Patient died in basic care... (no free bed in intensive care unit), patient: 21519
Added patient to queue, patient: 21555
Patient is healthy, patient: 21464
Added patient to queue, patient: 21556
Added patient to queue, patient: 21557
Added patient to queue, patient: 21558
Added patient to queue, patient: 21559
Added patient to queue, patient: 21560
Added patient to queue, patient: 21561
Added patient to queue, patient: 21562
Trying to move to intensive care unit..., patient: 21478
Trying to move to intensive care unit..., patient: 21534
Trying to move to intensive care unit..., patient: 21539
Trying to move to intensive care unit..., patient: 21548
Trying to move to intensive care unit..., patient: 21547
DailyProbability time: 3322.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21478
Patient died in queue, patient: 21549
Patient died in queue, patient: 21550
Patient died in queue, patient: 21551
Patient died in queue, patient: 21552
Patient died in basic care... (no free bed in intensive care unit), patient: 21534
Patient died in basic care... (no free bed in intensive care unit), patient: 21539
Patient died in basic care... (no free bed in intensive care unit), patient: 21548
Patient died in basic care... (no free bed in intensive care unit), patient: 21547
Added patient to queue, patient: 21563
Added patient to queue, patient: 21564
Added patient to queue, patient: 21565
Added patient to queue, patient: 21566
Patient is healthy, patient: 21382
Added patient to queue, patient: 21567
Trying to move to basic care unit..., patient: 21497
Added patient to queue, patient: 21568
Trying to move to intensive care unit..., patient: 21540
Trying to move to intensive care unit..., patient: 21553
Trying to move to intensive care unit..., patient: 21558
Trying to move to intensive care unit..., patient: 21556
DailyProbability time: 3323.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21540
Patient moved back to basic care, patient: 21497
Patient died in basic care... (no free bed in intensive care unit), patient: 21553
Patient died in basic care... (no free bed in intensive care unit), patient: 21558
Patient died in basic care... (no free bed in intensive care unit), patient: 21556
Added patient to queue, patient: 21569
Added patient to queue, patient: 21570
Added patient to queue, patient: 21571
Added patient to queue, patient: 21572
Patient is healthy, patient: 21450
Added patient to queue, patient: 21573
Added patient to queue, patient: 21574
Trying to move to basic care unit..., patient: 21509
Added patient to queue, patient: 21575
DailyProbability time: 3324.0
Added patient to queue, patient: 21576
Added patient to queue, patient: 21577
Added patient to queue, patient: 21578
Added patient to queue, patient: 21579
Added patient to queue, patient: 21580
Added patient to queue, patient: 21581
Added patient to queue, patient: 21582
Trying to move to basic care unit..., patient: 21510
Trying to move to intensive care unit..., patient: 21533
DailyProbability time: 3325.0
Patient died on basic care, patient: 21560
Patient moved back to basic care, patient: 21509
Patient moved to intensive care unit successfully, patient: 21533
Patient moved back to basic care, patient: 21510
Added patient to queue, patient: 21583
Added patient to queue, patient: 21584
Added patient to queue, patient: 21585
Added patient to queue, patient: 21586
Trying to move to basic care unit..., patient: 21500
Added patient to queue, patient: 21587
Added patient to queue, patient: 21588
Added patient to queue, patient: 21589
Added patient to queue, patient: 21590
Added patient to queue, patient: 21591
Added patient to queue, patient: 21592
Added patient to queue, patient: 21593
Trying to move to basic care unit..., patient: 21491
Added patient to queue, patient: 21594
Added patient to queue, patient: 21595
Added patient to queue, patient: 21596
Trying to move to intensive care unit..., patient: 21546
DailyProbability time: 3326.0
Patient moved to intensive care unit successfully, patient: 21546
Patient moved back to basic care, patient: 21500
Added patient to queue, patient: 21597
Added patient to queue, patient: 21598
Added patient to queue, patient: 21599
Added patient to queue, patient: 21600
Added patient to queue, patient: 21601
Added patient to queue, patient: 21602
Added patient to queue, patient: 21603
Added patient to queue, patient: 21604
Added patient to queue, patient: 21605
Added patient to queue, patient: 21606
Trying to move to intensive care unit..., patient: 21554
Trying to move to intensive care unit..., patient: 21557
DailyProbability time: 3327.0
Patient moved to intensive care unit successfully, patient: 21554
Patient moved back to basic care, patient: 21491
Patient moved to intensive care unit successfully, patient: 21557
Patient died in queue, patient: 21563
Patient died in queue, patient: 21564
Patient died in queue, patient: 21565
Patient died in queue, patient: 21566
Patient died in queue, patient: 21567
Patient died in queue, patient: 21568
Patient died in queue, patient: 21569
Patient died in queue, patient: 21570
Patient died in queue, patient: 21571
Patient died in queue, patient: 21572
Patient died in queue, patient: 21573
Patient died in queue, patient: 21574
Patient died in queue, patient: 21575
Patient died in queue, patient: 21576
Patient died in queue, patient: 21577
Patient died in queue, patient: 21578
Patient died in queue, patient: 21579
Patient died in queue, patient: 21580
Patient died in queue, patient: 21581
Patient died in queue, patient: 21582
Added patient to queue, patient: 21607
Trying to move to basic care unit..., patient: 21557
Added patient to queue, patient: 21608
Trying to move to intensive care unit..., patient: 21561
DailyProbability time: 3328.0
Patient moved to intensive care unit successfully, patient: 21561
Patient moved back to basic care, patient: 21557
Added patient to queue, patient: 21609
Added patient to queue, patient: 21610
Trying to move to basic care unit..., patient: 21546
Added patient to queue, patient: 21611
Added patient to queue, patient: 21612
Patient is healthy, patient: 21555
Patient moved back to basic care, patient: 21546
Added patient to queue, patient: 21613
Added patient to queue, patient: 21614
Added patient to queue, patient: 21615
Added patient to queue, patient: 21616
Trying to move to intensive care unit..., patient: 21583
DailyProbability time: 3329.0
Patient moved to intensive care unit successfully, patient: 21583
Patient died in queue, patient: 21584
Patient died in queue, patient: 21585
Patient died in queue, patient: 21586
Patient died in queue, patient: 21587
Patient died in queue, patient: 21588
Patient died in queue, patient: 21589
Patient died in queue, patient: 21590
Patient died in queue, patient: 21591
Patient died in queue, patient: 21592
Patient died in queue, patient: 21593
Patient died in queue, patient: 21594
Patient died in queue, patient: 21595
Patient died in queue, patient: 21596
Patient died in queue, patient: 21597
Patient died in queue, patient: 21598
Patient died in queue, patient: 21599
Patient died in queue, patient: 21600
Patient died in queue, patient: 21601
Patient died in queue, patient: 21602
Patient died in queue, patient: 21603
Patient died in queue, patient: 21604
Patient died in queue, patient: 21605
Patient died in queue, patient: 21606
Added patient to queue, patient: 21617
Added patient to queue, patient: 21618
Added patient to queue, patient: 21619
Added patient to queue, patient: 21620
Patient is healthy, patient: 21497
Patient is healthy, patient: 21559
Added patient to queue, patient: 21621
Added patient to queue, patient: 21622
Added patient to queue, patient: 21623
Added patient to queue, patient: 21624
Added patient to queue, patient: 21625
Trying to move to intensive care unit..., patient: 21546
Trying to move to intensive care unit..., patient: 21607
DailyProbability time: 3330.0
Patient moved to intensive care unit successfully, patient: 21546
Patient died in basic care... (no free bed in intensive care unit), patient: 21607
Patient is healthy, patient: 21562
Added patient to queue, patient: 21626
Trying to move to intensive care unit..., patient: 21609
Trying to move to intensive care unit..., patient: 21610
Trying to move to intensive care unit..., patient: 21509
Trying to move to intensive care unit..., patient: 21557
DailyProbability time: 3331.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21609
Patient died in queue, patient: 21613
Patient died in queue, patient: 21614
Patient died in queue, patient: 21615
Patient died in queue, patient: 21616
Patient died in basic care... (no free bed in intensive care unit), patient: 21610
Patient died in basic care... (no free bed in intensive care unit), patient: 21509
Patient died in basic care... (no free bed in intensive care unit), patient: 21557
Trying to move to basic care unit..., patient: 21561
Trying to move to basic care unit..., patient: 21546
Patient is healthy, patient: 21510
Patient moved back to basic care, patient: 21561
Trying to move to intensive care unit..., patient: 21500
Trying to move to intensive care unit..., patient: 21612
DailyProbability time: 3332.0
Patient moved to intensive care unit successfully, patient: 21500
Patient moved back to basic care, patient: 21546
Patient died in basic care... (no free bed in intensive care unit), patient: 21612
Patient died in queue, patient: 21621
Patient died in queue, patient: 21622
Patient died in queue, patient: 21623
Patient died in queue, patient: 21624
Patient died in queue, patient: 21625
Added patient to queue, patient: 21627
Added patient to queue, patient: 21628
Added patient to queue, patient: 21629
Added patient to queue, patient: 21630
Added patient to queue, patient: 21631
Added patient to queue, patient: 21632
Added patient to queue, patient: 21633
Added patient to queue, patient: 21634
Trying to move to intensive care unit..., patient: 21608
Trying to move to intensive care unit..., patient: 21561
DailyProbability time: 3333.0
Patient moved to intensive care unit successfully, patient: 21608
Patient died in basic care... (no free bed in intensive care unit), patient: 21561
Added patient to queue, patient: 21635
Added patient to queue, patient: 21636
Patient is healthy, patient: 21491
Trying to move to intensive care unit..., patient: 21617
Trying to move to intensive care unit..., patient: 21629
Trying to move to intensive care unit..., patient: 21619
Trying to move to intensive care unit..., patient: 21611
DailyProbability time: 3334.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21617
Patient died in basic care... (no free bed in intensive care unit), patient: 21629
Patient died in basic care... (no free bed in intensive care unit), patient: 21619
Patient died in basic care... (no free bed in intensive care unit), patient: 21611
Added patient to queue, patient: 21637
Trying to move to basic care unit..., patient: 21554
Added patient to queue, patient: 21638
Trying to move to basic care unit..., patient: 21533
Trying to move to basic care unit..., patient: 21500
Trying to move to basic care unit..., patient: 21608
Added patient to queue, patient: 21639
Trying to move to basic care unit..., patient: 21583
Added patient to queue, patient: 21640
Added patient to queue, patient: 21641
Trying to move to intensive care unit..., patient: 21620
Trying to move to intensive care unit..., patient: 21546
Trying to move to intensive care unit..., patient: 21626
DailyProbability time: 3335.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21620
Patient moved back to basic care, patient: 21554
Patient died in basic care... (no free bed in intensive care unit), patient: 21546
Patient moved back to basic care, patient: 21533
Patient died in basic care... (no free bed in intensive care unit), patient: 21626
Patient moved back to basic care, patient: 21500
Added patient to queue, patient: 21642
Added patient to queue, patient: 21643
Added patient to queue, patient: 21644
Added patient to queue, patient: 21645
Added patient to queue, patient: 21646
Trying to move to intensive care unit..., patient: 21618
Trying to move to intensive care unit..., patient: 21628
DailyProbability time: 3336.0
Patient died on basic care, patient: 21627
Patient moved back to basic care, patient: 21608
Patient moved to intensive care unit successfully, patient: 21618
Patient moved back to basic care, patient: 21583
Patient moved to intensive care unit successfully, patient: 21628
Patient died in queue, patient: 21634
Patient died in queue, patient: 21635
Patient died in queue, patient: 21636
Added patient to queue, patient: 21647
Added patient to queue, patient: 21648
Added patient to queue, patient: 21649
Added patient to queue, patient: 21650
Added patient to queue, patient: 21651
Added patient to queue, patient: 21652
Added patient to queue, patient: 21653
Added patient to queue, patient: 21654
Added patient to queue, patient: 21655
Added patient to queue, patient: 21656
Added patient to queue, patient: 21657
DailyProbability time: 3337.0
Added patient to queue, patient: 21658
Added patient to queue, patient: 21659
Added patient to queue, patient: 21660
Added patient to queue, patient: 21661
Trying to move to intensive care unit..., patient: 21608
DailyProbability time: 3338.0
Patient moved to intensive care unit successfully, patient: 21608
Patient died in queue, patient: 21638
Patient died in queue, patient: 21639
Patient died in queue, patient: 21640
Patient died in queue, patient: 21641
Patient died in queue, patient: 21642
Patient died in queue, patient: 21643
Patient died in queue, patient: 21644
Patient died in queue, patient: 21645
Patient died in queue, patient: 21646
Added patient to queue, patient: 21662
Added patient to queue, patient: 21663
Added patient to queue, patient: 21664
Added patient to queue, patient: 21665
Added patient to queue, patient: 21666
Added patient to queue, patient: 21667
Trying to move to basic care unit..., patient: 21608
Trying to move to intensive care unit..., patient: 21647
Trying to move to intensive care unit..., patient: 21631
Trying to move to intensive care unit..., patient: 21637
DailyProbability time: 3339.0
Patient moved to intensive care unit successfully, patient: 21647
Patient moved back to basic care, patient: 21608
Patient moved to intensive care unit successfully, patient: 21631
Patient died in queue, patient: 21648
Patient died in queue, patient: 21649
Patient died in queue, patient: 21650
Patient died in queue, patient: 21651
Patient died in queue, patient: 21652
Patient died in queue, patient: 21653
Patient died in queue, patient: 21654
Patient died in queue, patient: 21655
Patient died in queue, patient: 21656
Patient died in queue, patient: 21657
Patient died in basic care... (no free bed in intensive care unit), patient: 21637
Added patient to queue, patient: 21668
Trying to move to basic care unit..., patient: 21618
Trying to move to basic care unit..., patient: 21647
Added patient to queue, patient: 21669
Added patient to queue, patient: 21670
Added patient to queue, patient: 21671
Added patient to queue, patient: 21672
Added patient to queue, patient: 21673
Added patient to queue, patient: 21674
DailyProbability time: 3340.0
Added patient to queue, patient: 21675
Patient is healthy, patient: 21630
Patient moved back to basic care, patient: 21618
Added patient to queue, patient: 21676
Patient is healthy, patient: 21632
Patient moved back to basic care, patient: 21647
Patient is healthy, patient: 21633
Patient died in queue, patient: 21660
Patient died in queue, patient: 21661
Patient died in queue, patient: 21662
Patient died in queue, patient: 21663
Added patient to queue, patient: 21677
Added patient to queue, patient: 21678
Trying to move to intensive care unit..., patient: 21583
Trying to move to intensive care unit..., patient: 21533
DailyProbability time: 3341.0
Patient moved to intensive care unit successfully, patient: 21583
Patient died in queue, patient: 21665
Patient died in queue, patient: 21666
Patient died in queue, patient: 21667
Patient moved to intensive care unit successfully, patient: 21533
Patient is healthy, patient: 21554
Added patient to queue, patient: 21679
Added patient to queue, patient: 21680
Added patient to queue, patient: 21681
Patient is healthy, patient: 21500
Added patient to queue, patient: 21682
Added patient to queue, patient: 21683
Added patient to queue, patient: 21684
Added patient to queue, patient: 21685
Added patient to queue, patient: 21686
Added patient to queue, patient: 21687
Trying to move to intensive care unit..., patient: 21658
Trying to move to intensive care unit..., patient: 21668
Trying to move to intensive care unit..., patient: 21671
DailyProbability time: 3342.0
Patient moved to intensive care unit successfully, patient: 21658
Patient died in queue, patient: 21672
Patient died in queue, patient: 21673
Patient died in queue, patient: 21674
Patient died in basic care... (no free bed in intensive care unit), patient: 21668
Patient died in basic care... (no free bed in intensive care unit), patient: 21671
Added patient to queue, patient: 21688
Trying to move to basic care unit..., patient: 21658
Added patient to queue, patient: 21689
Trying to move to intensive care unit..., patient: 21664
DailyProbability time: 3343.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21664
Patient moved back to basic care, patient: 21658
Patient died on intensive care, patient: 21583
Trying to move to basic care unit..., patient: 21533
Added patient to queue, patient: 21690
Added patient to queue, patient: 21691
Added patient to queue, patient: 21692
Added patient to queue, patient: 21693
Added patient to queue, patient: 21694
Added patient to queue, patient: 21695
Added patient to queue, patient: 21696
Trying to move to intensive care unit..., patient: 21670
Trying to move to intensive care unit..., patient: 21677
DailyProbability time: 3344.0
Patient moved to intensive care unit successfully, patient: 21670
Patient moved back to basic care, patient: 21533
Patient moved to intensive care unit successfully, patient: 21677
Patient died in queue, patient: 21678
Patient died in queue, patient: 21679
Patient died in queue, patient: 21680
Patient died in queue, patient: 21681
Patient died in queue, patient: 21682
Patient died in queue, patient: 21683
Patient died in queue, patient: 21684
Patient died in queue, patient: 21685
Patient died in queue, patient: 21686
Patient died in queue, patient: 21687
Added patient to queue, patient: 21697
Added patient to queue, patient: 21698
Added patient to queue, patient: 21699
Added patient to queue, patient: 21700
Added patient to queue, patient: 21701
Added patient to queue, patient: 21702
Trying to move to intensive care unit..., patient: 21676
Trying to move to intensive care unit..., patient: 21669
DailyProbability time: 3345.0
Patient moved to intensive care unit successfully, patient: 21676
Patient died in queue, patient: 21689
Patient died in basic care... (no free bed in intensive care unit), patient: 21669
Added patient to queue, patient: 21703
Patient is healthy, patient: 21659
Added patient to queue, patient: 21704
Patient is healthy, patient: 21608
Patient died in queue, patient: 21693
Patient died in queue, patient: 21694
Patient died in queue, patient: 21695
Trying to move to basic care unit..., patient: 21628
Trying to move to intensive care unit..., patient: 21691
Trying to move to intensive care unit..., patient: 21692
DailyProbability time: 3346.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21691
Patient moved back to basic care, patient: 21628
Patient died in basic care... (no free bed in intensive care unit), patient: 21692
Added patient to queue, patient: 21705
Added patient to queue, patient: 21706
Added patient to queue, patient: 21707
Added patient to queue, patient: 21708
Added patient to queue, patient: 21709
Added patient to queue, patient: 21710
Added patient to queue, patient: 21711
Patient is healthy, patient: 21647
Patient died in queue, patient: 21698
Patient died in queue, patient: 21699
Patient died in queue, patient: 21700
Patient died in queue, patient: 21701
Added patient to queue, patient: 21712
Patient is healthy, patient: 21618
DailyProbability time: 3347.0
Added patient to queue, patient: 21713
Added patient to queue, patient: 21714
Added patient to queue, patient: 21715
Trying to move to intensive care unit..., patient: 21690
Trying to move to intensive care unit..., patient: 21533
Trying to move to intensive care unit..., patient: 21688
DailyProbability time: 3348.0
Patient moved to intensive care unit successfully, patient: 21690
Patient died in queue, patient: 21704
Patient died in basic care... (no free bed in intensive care unit), patient: 21533
Patient died in basic care... (no free bed in intensive care unit), patient: 21688
Added patient to queue, patient: 21716
Added patient to queue, patient: 21717
Added patient to queue, patient: 21718
Added patient to queue, patient: 21719
Added patient to queue, patient: 21720
Added patient to queue, patient: 21721
Patient is healthy, patient: 21675
Patient died in queue, patient: 21708
Patient died in queue, patient: 21709
Patient died in queue, patient: 21710
Patient died in queue, patient: 21711
Added patient to queue, patient: 21722
Trying to move to intensive care unit..., patient: 21703
Trying to move to intensive care unit..., patient: 21706
DailyProbability time: 3349.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21703
Patient died in basic care... (no free bed in intensive care unit), patient: 21706
Patient died on intensive care, patient: 21631
Added patient to queue, patient: 21723
Added patient to queue, patient: 21724
Patient is healthy, patient: 21658
Patient died in queue, patient: 21715
Added patient to queue, patient: 21725
Added patient to queue, patient: 21726
Trying to move to intensive care unit..., patient: 21696
Trying to move to intensive care unit..., patient: 21628
DailyProbability time: 3350.0
Patient moved to intensive care unit successfully, patient: 21696
Patient died in basic care... (no free bed in intensive care unit), patient: 21628
Added patient to queue, patient: 21727
Added patient to queue, patient: 21728
Added patient to queue, patient: 21729
Trying to move to basic care unit..., patient: 21696
Added patient to queue, patient: 21730
Trying to move to intensive care unit..., patient: 21705
Trying to move to intensive care unit..., patient: 21718
DailyProbability time: 3351.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21705
Patient moved back to basic care, patient: 21696
Patient died in basic care... (no free bed in intensive care unit), patient: 21718
Patient died in queue, patient: 21719
Patient died in queue, patient: 21720
Patient died in queue, patient: 21721
Patient died in queue, patient: 21722
Added patient to queue, patient: 21731
Added patient to queue, patient: 21732
Added patient to queue, patient: 21733
Added patient to queue, patient: 21734
Added patient to queue, patient: 21735
Trying to move to basic care unit..., patient: 21677
Added patient to queue, patient: 21736
Trying to move to basic care unit..., patient: 21676
Trying to move to intensive care unit..., patient: 21696
Trying to move to intensive care unit..., patient: 21707
Trying to move to intensive care unit..., patient: 21697
DailyProbability time: 3352.0
Patient moved to intensive care unit successfully, patient: 21696
Patient moved back to basic care, patient: 21677
Patient died in basic care... (no free bed in intensive care unit), patient: 21707
Patient moved back to basic care, patient: 21676
Patient died in basic care... (no free bed in intensive care unit), patient: 21697
Patient died in queue, patient: 21724
Patient died in queue, patient: 21725
Patient died in queue, patient: 21726
Added patient to queue, patient: 21737
Added patient to queue, patient: 21738
Added patient to queue, patient: 21739
Added patient to queue, patient: 21740
Added patient to queue, patient: 21741
Added patient to queue, patient: 21742
Added patient to queue, patient: 21743
Added patient to queue, patient: 21744
Trying to move to intensive care unit..., patient: 21713
Trying to move to intensive care unit..., patient: 21676
DailyProbability time: 3353.0
Patient moved to intensive care unit successfully, patient: 21713
Patient died in queue, patient: 21728
Patient died in queue, patient: 21729
Patient died in queue, patient: 21730
Patient moved to intensive care unit successfully, patient: 21676
Added patient to queue, patient: 21745
Patient is healthy, patient: 21702
Patient died in queue, patient: 21733
Patient died in queue, patient: 21734
Patient died in queue, patient: 21735
Added patient to queue, patient: 21746
Added patient to queue, patient: 21747
Trying to move to intensive care unit..., patient: 21736
DailyProbability time: 3354.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21736
Patient died on basic care, patient: 21714
Trying to move to basic care unit..., patient: 21690
Added patient to queue, patient: 21748
Added patient to queue, patient: 21749
Added patient to queue, patient: 21750
Added patient to queue, patient: 21751
Added patient to queue, patient: 21752
Added patient to queue, patient: 21753
Trying to move to intensive care unit..., patient: 21717
Trying to move to intensive care unit..., patient: 21738
Trying to move to intensive care unit..., patient: 21723
Trying to move to intensive care unit..., patient: 21727
DailyProbability time: 3355.0
Patient died in basic care... (no free bed in intensive care unit), patient: 21717
Patient moved back to basic care, patient: 21690
Patient died in basic care... (no free bed in intensive care unit), patient: 21738
Patient died in queue, patient: 21739
Patient died in queue, patient: 21740
Patient died in queue, patient: 21741
Patient died in queue, patient: 21742
Patient died in queue, patient: 21743
Patient died in queue, patient: 21744
Patient died in basic care... (no free bed in intensive care unit), patient: 21723
